obs,time,elapsed,date,hhmmss,averaging,instrument,row,column,spad1,spad2,spad,operator,temp,event,event_short,block,leaf,tree,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID,Duration,Fo,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
1,1658760123,0,20220725 09:42:03,9:42:03,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760123,0.005944601,5.944600815,26.9601325,410.648,286.068586,28.87711975,41.45275662,0.39668167,2.937946419,0.369148202,0.233031948,241.7422121,30.01389118,30.01389118,4.263850359,62.75638259,2.694306028,4.293278096,1.569544331,-262.156896,18.97658712,1.437244404,-0.000852353,0,0,1,0,52589.15778,-,0,0,0,#DIV/0!,-1,RECT-340-20220725-09_41_56,10406.5,889.1627692,1361.89,0.34711117,0.5,1261.236301,26.9601325,218.8946037,0.022168829,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.34711117,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500.03,1261.236301,0.840807384,0.161158252,6,0.5,0: Broadleaf,2,1658760123,410.648,440.043,26.6909,20.9062,384.327,23.2939,600.128,100.845,0.0997425,30.1337,30.0368,999.9,0,0,9963.75,0,1147.18,-30.0314,421.44,449.439,6.21274,440.043,20.9062,2.73481,2.10829,22.4958,18.2819,1500.03,0.972996,0.0270039,0,888.789,4.99931,20312.6,13259.5,38.5,40.125,38.812,39.75,40.062,1454.66,40.37,0,1658760128,0,889.1627692,-3.640888894,-5080.895734,20976.00769,15,1658760155,9:42:35,1658760153,1658760155,1,0.126,-0.001,26.321,3.397,438,21,0.08,0.01,-30.0396875,0.239807505,0.051281864,1,6.21429275,-0.002047767,0.002101256,1,5,5,5-May,3.17498,2.79639,0.0972785,0.108408,0.117683,0.109187,27940.4,22077.7,29069.3,24224.1,32170.1,31501.7,40081.2,39512.6,2.146,1.8411,0.0721961,0,28.8608,999.9,67.4,32.1,32.0952,62.52,38.9984,1,0.183293,1.08682,20.2578,5.22762,11.9081,4.9638,3.292,9999,9999,9999,999.9,1.87722,1.87547,1.87424,1.87341,1.87487,1.86983,1.87408,1.87912,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,26.321,3.397,17.45990476,0.024434451,-8.29E-06,1.04E-09,1.619817139,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,4190.6,4190.5,1.08521,2.3877,1.42578,2.2876,1.54785,2.41821,36.0113,15.8219,18,636.992,422.589,27.9043,29.7196,29.9995,29.5939,29.5095,21.7437,36.4882,79.6039,27.8793,440.739,21.0178,94.6921,100.537
2,1658760356,233,20220725 09:45:56,9:45:56,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760356,0.006716913,6.716913411,26.69480916,400.328,294.1558479,29.69052668,40.40697898,0.470443951,2.948759843,0.432374956,0.27339752,241.7055041,29.63584298,29.63584298,4.172142557,62.53096256,2.657176132,4.249376665,1.514966425,-296.2158814,50.6898289,3.814521056,-0.006027407,0,0,1,0,52931.30937,-,0,0,0,#DIV/0!,-1,RECT-341-20220725-09_45_49,10406.8,867.7138846,1327.85,0.34652718,0.5,1261.043101,26.69480916,218.4928545,0.021961826,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.34652718,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1499.8,1261.043101,0.840807508,0.161158491,6,0.5,0: Broadleaf,2,1658760356,400.328,429.706,26.3257,19.7869,374.451,22.5585,600.118,100.835,0.099681,29.9547,29.9539,999.9,0,0,10026.2,0,1169.62,-29.6275,410.895,438.38,6.53881,429.706,19.7869,2.65456,1.99522,22.0065,17.4064,1499.8,0.972991,0.027009,0,866.693,4.99931,20957.7,13257.4,38.562,40.25,38.812,40.062,40.125,1454.43,40.37,0,232.5,0,867.7138846,-5.594017093,-129.5179481,20968.88462,15,1658760392,9:46:31,1658760392,1658760155,2,-0.172,-0.001,25.877,3.397,423,21,0.06,0.01,-29.563795,-0.204488555,0.09683923,1,6.52864275,0.030905403,0.005475981,1,5,5,5-May,3.17499,2.79688,0.0953337,0.106484,0.11508,0.105072,28001.8,22127.1,29070.5,24225.9,32267,31651.1,40081.8,39515.5,2.14715,1.83465,0.047937,0,29.1733,999.9,65.8,32.3,31.6909,61.93,39.5833,1,0.179487,0.358971,20.2615,5.22418,11.9081,4.96365,3.29173,9999,9999,9999,999.9,1.87727,1.87547,1.87424,1.87344,1.87486,1.86981,1.87408,1.87912,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,25.877,3.7672,17.58565262,0.024434451,-8.29E-06,1.04E-09,1.619186411,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,3.4,3.4,1.08521,2.3938,1.42578,2.28638,1.54785,2.37183,36.2224,15.7781,18,636.932,418.316,28.2769,29.708,30.0002,29.5045,29.4242,21.7638,38.7075,67.9058,28.2804,429.792,19.9861,94.6946,100.544
3,1658760472,349,20220725 09:47:52,9:47:52,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760472,0.006668832,6.668831732,18.9961305,300.922,224.1653866,22.6250851,30.37215496,0.464821626,2.939336662,0.427509586,0.2702958,241.7406161,29.69985001,29.69985001,4.18754753,62.56375016,2.666569067,4.26216309,1.520978463,-294.0954794,48.67268226,3.676586062,-0.005595008,0,0,1,0,52650.80547,-,0,0,0,#DIV/0!,-1,RECT-342-20220725-09_47_45,10406.1,801.55252,1157.25,0.307364424,0.5,1261.227901,18.9961305,193.8282938,0.015854494,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.307364424,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500.02,1261.227901,0.84080739,0.161158262,6,0.5,0: Broadleaf,2,1658760472,300.922,321.918,26.4199,19.9294,277.484,22.646,600.198,100.83,0.100324,30.007,29.898,999.9,0,0,9973.12,0,1187.34,-20.8575,309.231,328.464,6.4905,321.918,19.9294,2.66392,2.00948,22.0642,17.5193,1500.02,0.972996,0.0270039,0,798.851,4.99931,19427.4,13259.4,38.437,40.062,38.625,40,40.125,1454.65,40.37,0,115.7,0,801.55252,-19.43953846,-23.69999476,20207.42,15,1658760501,9:48:21,1658760501,1658760155,3,-0.465,-0.001,23.438,3.397,317,21,0.1,0.01,-20.67972683,-1.548374216,0.159225827,1,6.510907317,0.029220418,0.007041429,1,5,5,5-May,3.17515,2.79705,0.0748146,0.0849662,0.115385,0.105596,28635.3,22659.1,29068.7,24224.9,32252.8,31630.8,40079.1,39514.5,2.14708,1.83323,0.0630096,0,28.8716,999.9,64.7,32.5,31.518,62.51,39.8518,1,0.180877,-0.733407,20.2594,5.22388,11.9081,4.9633,3.29133,9999,9999,9999,999.9,1.87723,1.87546,1.87424,1.87346,1.87491,1.86984,1.87408,1.87915,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,23.438,3.7739,17.41308373,0.024434451,-8.29E-06,1.04E-09,1.619186411,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.3,5.3,0.860596,2.4231,1.42578,2.28638,1.54785,2.33887,36.34,15.7519,18,636.954,417.542,29.7699,29.7231,30,29.5121,29.4292,17.2459,37.7462,63.5017,29.835,321.712,20.0866,94.6885,100.541
4,1658760583,460,20220725 09:49:43,9:49:43,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760583,0.006516905,6.516905344,11.00992163,200.862,155.1035811,15.65448982,20.27285322,0.456820756,2.938989709,0.420724847,0.265958023,241.7332151,30.03943985,30.03943985,4.270110896,63.67746117,2.761202537,4.336232139,1.508908359,-287.3955257,42.44158775,3.216458878,-0.00426397,0,0,1,0,52588.68913,-,0,0,0,#DIV/0!,-1,RECT-343-20220725-09_49_36,10406.8,758.92052,1030.6,0.263612925,0.5,1261.186201,11.00992163,166.2324913,0.009522719,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.263612925,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1499.97,1261.186201,0.840807617,0.1611587,6,0.5,0: Broadleaf,2,1658760583,200.862,213.177,27.3578,21.0212,179.897,23.5159,600.191,100.829,0.100261,30.3073,30.1013,999.9,0,0,9971.25,0,1194.71,-12.1985,206.632,217.755,6.33658,213.177,21.0212,2.75847,2.11955,22.6376,18.3669,1499.97,0.972991,0.027009,0,757.531,4.99931,19704.9,13258.9,38.187,39.75,38.437,39.625,39.875,1454.59,40.38,0,110.5,0,758.92052,-11.54153844,-344.9230761,19707.86,15,1658760610,9:50:10,1658760610,1658760155,4,-0.312,-0.001,20.965,3.397,210,21,0.12,0.01,-11.9338439,-1.35698885,0.140768513,1,6.285618293,0.227371359,0.026482007,1,5,5,5-May,3.17517,2.79697,0.0512242,0.0599661,0.118473,0.109612,29363.6,23276.5,29066.6,24222.9,32134.9,31483.3,40076,39510.8,2.14733,1.83265,0.090003,0,28.6351,999.9,63.8,32.7,31.4332,62.75,39.4151,1,0.180335,-0.172759,20.2618,5.22732,11.9081,4.9637,3.292,9999,9999,9999,999.9,1.87728,1.87546,1.87425,1.87347,1.87488,1.86983,1.87408,1.87913,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,20.965,3.8419,16.94823481,0.024434451,-8.29E-06,1.04E-09,1.619186411,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.4,7.1,0.621338,2.44385,1.42578,2.28638,1.54785,2.323,36.5287,15.7256,18,637.038,417.143,29.9146,29.6975,29.9999,29.502,29.4186,12.447,35.0732,59.4403,29.8312,212.921,20.9736,94.6813,100.532
5,1658760692,569.0999999,20220725 09:51:32,9:51:32,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760692,0.006677495,6.677495277,2.750872275,101.3679,89.14089532,8.996554487,10.23056626,0.477146217,2.946829079,0.438009682,0.277004316,241.7485961,29.87332423,29.87332423,4.229548203,63.73952918,2.744093131,4.30516693,1.485455072,-294.4775417,49.02326249,3.700029565,-0.005653578,0,0,1,0,52835.83168,-,0,0,0,#DIV/0!,-1,RECT-344-20220725-09_51_25,10406.3,743.23376,943.4,0.212175366,0.5,1261.269901,2.750872275,133.8052012,0.002973886,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.212175366,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500.07,1261.269901,0.840807363,0.16115821,6,0.5,0: Broadleaf,2,1658760692,101.3679,104.794,27.1894,20.6966,82.3169,23.3598,600.29,100.825,0.100108,30.1819,30.0094,999.9,0,0,10016.2,0,1206.95,-3.88526,103.729,107.009,6.49281,104.794,20.6966,2.74139,2.08675,22.5353,18.1184,1500.07,0.972996,0.0270039,0,742.784,4.99931,18547.9,13259.8,38.187,39.75,38.375,39.562,39.875,1454.7,40.37,0,108.5,0,743.23376,-3.77284616,-131.5923071,18581.212,15,1658760718,9:51:58,1658760718,1658760155,5,0.421,-0.001,19.051,3.397,103,21,0.47,0.01,-3.6608815,-1.220660263,0.12456351,1,6.49835375,-0.195998386,0.021956573,1,5,5,5-May,3.17536,2.7972,0.0243158,0.0309585,0.117916,0.10842,30194.7,23993.1,29065.1,24221.2,32153,31522.6,40074,39507.9,2.14745,1.8294,0.067763,0,28.9057,999.9,62.6,33,31.3677,62.1373,39.8438,1,0.18326,-0.986721,20.2579,5.22672,11.9081,4.9637,3.29192,9999,9999,9999,999.9,1.87728,1.87548,1.87425,1.87347,1.8749,1.86985,1.87408,1.87913,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,19.051,3.8296,16.63636715,0.024434451,-8.29E-06,1.04E-09,1.619186411,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.4,9,0.371094,2.46216,1.42578,2.28638,1.54785,2.38525,36.6706,15.7081,18,637.218,415.388,29.1468,29.7194,30.0002,29.5103,29.4305,7.45463,34.6227,55.6235,29.1419,104.614,20.7556,94.6766,100.525
6,1658760794,671.0999999,20220725 09:53:14,9:53:14,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760794,0.006392525,6.392525248,-1.557974703,51.7742,56.58191714,5.710568689,5.225346549,0.431136707,2.947953077,0.398922206,0.252019838,241.7342321,29.86715505,29.86715505,4.228048281,62.20948649,2.666002406,4.285523891,1.562045876,-281.9103634,37.35570452,2.817147823,-0.003279015,0,0,1,0,52882.11615,-,0,0,0,#DIV/0!,-1,RECT-345-20220725-09_53_07,10405.7,744.8018462,911.25,0.182659154,0.5,1261.194301,-1.557974703,115.1843418,-0.000442418,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.182659154,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1499.98,1261.194301,0.840807411,0.161158303,6,0.5,0: Broadleaf,2,1658760794,51.7742,50.5476,26.4155,20.1939,32.7662,23.0605,600.199,100.826,0.099684,30.1022,29.9858,999.9,0,0,10022.5,0,1213.35,0.0677643,52.0128,51.5894,6.67262,50.5476,20.1939,2.70884,2.03607,22.3388,17.7276,1499.98,0.972996,0.0270039,0,744.833,4.99931,18292.3,13259.1,38.25,39.875,38.5,39.75,39.937,1454.61,40.37,0,101.9000001,0,744.8018462,1.506051273,-189.7435895,18298.16154,15,1658760835,9:53:54,1658760819,1658760835,6,1.191,0.009,19.008,3.355,50,20,0.24,0.02,0.185595678,-0.505661316,0.062941799,1,6.705103659,-0.06728676,0.021614742,1,5,5,5-May,3.17506,2.79684,0.00971533,0.0150783,0.116841,0.106557,30640.7,24382.7,29060,24218.1,32187.3,31585.3,40067.4,39503.6,2.14657,1.8252,0.0597946,0,29.012,999.9,61.6,33.2,31.2156,62.0772,39.7516,1,0.190056,0.573031,20.2611,5.22328,11.9081,4.96375,3.292,9999,9999,9999,999.9,1.87729,1.87556,1.87424,1.87347,1.87498,1.86994,1.87408,1.87916,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,19.008,3.355,17.05742811,0.024434451,-8.29E-06,1.04E-09,1.619186411,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.3,10.7,0.246582,2.4939,1.42578,2.28638,1.54785,2.3645,36.7892,15.6906,18,637.169,413.429,28.4809,29.8015,30.0006,29.5692,29.4896,4.97041,35.5974,52.0256,28.4345,50.3671,20.1486,94.6606,100.513
7,1658760911,787.5999999,20220725 09:55:10,9:55:10,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658760911,0.006960231,6.96023117,-4.992796881,10.48143,27.27811459,2.753120279,1.057867742,0.50028705,2.944033801,0.45740781,0.289425528,241.7390201,29.64052103,29.64052103,4.173266776,63.05020213,2.689695773,4.265959001,1.483571003,-306.9461946,60.62722457,4.571297271,-0.008652698,0,0,1,0,52783.20361,-,0,0,0,#DIV/0!,-1,RECT-346-20220725-09_55_04,10405.1,758.6012308,889.64,0.147294152,0.5,1261.219501,-4.992796881,92.8851283,-0.003165822,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.147294152,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500.01,1261.219501,0.840807395,0.161158272,6,0.5,0: Broadleaf,2,1658760911,10.48143,5.56307,26.6497,19.877,-8.95557,22.8506,600.181,100.828,0.0998068,30.0225,29.9949,999.9,0,0,10000,0,1220.99,3.50986,9.32133,5.67589,6.7727,5.56307,19.877,2.68704,2.00416,22.2061,17.4773,1500.01,0.972996,0.0270039,0,760.281,4.99931,19210,13259.3,38.375,40.062,38.625,39.875,40,1454.64,40.37,0,116.1000001,0,758.6012308,12.34810258,302.2017094,18995.99231,15,1658760930,9:55:30,1658760930,1658760835,7,1.538,0.009,19.437,3.355,4,20,0.53,0.02,3.541989756,-0.216200279,0.023339818,1,6.761346098,0.285001254,0.035056182,1,5,5,5-May,3.17488,2.79678,-0.00263479,0.00165287,0.116072,0.105362,31016,24710.3,29054.3,24213.9,32208.9,31622.7,40059.1,39497.4,2.14495,1.82155,0.0492856,0,29.1923,999.9,60.9,33.4,31.2086,62.6573,39.7636,1,0.200561,1.32005,20.2564,5.22538,11.9081,4.9638,3.292,9999,9999,9999,999.9,1.87729,1.87561,1.87431,1.87349,1.875,1.86996,1.87412,1.87921,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,19.437,3.7991,18.24797974,0.024434451,-8.29E-06,1.04E-09,1.628525257,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.5,1.3,0.0317383,4.99756,1.42578,2.28516,1.54785,2.41943,36.908,15.6556,18,636.913,412,27.4249,29.9161,30.0005,29.6629,29.5804,0,35.983,47.9019,27.4257,50.4831,19.9207,94.6414,100.497
8,1658761046,922.5999999,20220725 09:57:25,9:57:25,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658761046,0.006801214,6.80121374,24.85430679,397.21,298.7986602,30.15672455,40.08904374,0.476332078,2.95300538,0.437397588,0.276605914,241.7454041,29.72801189,29.72801189,4.194341117,62.62288472,2.678439836,4.277094305,1.515901281,-299.9335259,54.11101172,4.07025659,-0.006853541,0,0,1,0,53033.74242,-,0,0,0,#DIV/0!,-1,RECT-347-20220725-09_57_19,10406.4,763.4570385,1100.96,0.306553337,0.5,1261.253101,24.85430679,193.3206732,0.020498904,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.306553337,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500.05,1261.253101,0.840807373,0.161158231,6,0.5,0: Broadleaf,2,1658761046,397.21,424.752,26.5385,19.9211,371.269,22.7474,600.301,100.827,0.0995722,30.0679,30.0271,999.9,0,0,10051.2,0,1239.67,-25.7146,409.916,433.385,6.61742,424.752,19.9211,2.67579,2.00858,22.1372,17.5121,1500.05,0.972996,0.0270039,0,768.909,4.99931,18944.9,13259.6,38.375,40.062,38.687,39.812,40,1454.68,40.37,0,134.3000002,0,763.4570385,48.35695725,1526.147015,18662.00769,15,1658761072,9:57:52,1658761072,1658760835,8,-2.265,0.009,25.941,3.355,421,20,0.26,0.02,-25.71069024,0.691187456,0.106804759,1,6.672608537,-0.456062718,0.052702899,1,5,5,5-May,3.17505,2.79698,0.0946307,0.105479,0.115676,0.105501,27998.2,22135.3,29045.8,24209,32217.4,31615.5,40046.6,39489.8,2.1438,1.82017,0.0614598,0,29.0261,999.9,59.4,33.6,30.7815,62.3273,39.1506,1,0.21047,1.19358,20.2572,5.22702,11.9081,4.96375,3.292,9999,9999,9999,999.9,1.87729,1.87554,1.87425,1.87347,1.87499,1.86988,1.87408,1.87917,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,25.941,3.7911,19.78571584,0.024434451,-8.29E-06,1.04E-09,1.628525257,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.9,3.5,1.08887,2.44019,1.42578,2.28638,1.54785,2.42554,37.0747,15.6468,18,637.056,411.893,27.9311,30.0195,29.9992,29.7608,29.6778,21.8122,34.41,41.6594,27.9976,425.062,20.0309,94.6125,100.477
9,1658761148,1025.1,20220725 09:59:08,9:59:08,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658761148,0.006955265,6.955264813,26.50182599,400.203,298.5259647,30.12991121,40.3920673,0.491160078,2.946354215,0.449791486,0.284545555,241.7294441,29.66373247,29.66373247,4.178848812,62.53666267,2.671114856,4.271278226,1.507733956,-306.7271782,60.43492634,4.5542222,-0.008585617,0,0,1,0,52846.25048,-,0,0,0,#DIV/0!,-1,RECT-348-20220725-09_59_01,10406,809.75936,1192.99,0.321235417,0.5,1261.169101,26.50182599,202.5660909,0.021806613,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.321235417,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1499.95,1261.169101,0.840807427,0.161158335,6,0.5,0: Broadleaf,2,1658761148,400.203,429.478,26.4653,19.6965,374.235,22.6794,600.212,100.829,0.0999468,30.0442,29.9752,999.9,0,0,10013.1,0,1249.02,-29.6853,410.661,438.107,6.76877,429.478,19.6965,2.66847,1.98598,22.0923,17.333,1499.95,0.972996,0.0270039,0,810.893,4.99931,19277.5,13258.8,38.5,40.187,38.812,39.875,40.125,1454.58,40.37,0,102.3000002,0,809.75936,9.246230769,-848.3692288,19266.544,15,1658761178,9:59:38,1658761178,1658760835,9,-0.059,0.009,25.968,3.355,426,20,0.11,0.02,-29.57210488,-0.358802091,0.057290326,1,6.805128049,-0.051333031,0.009177327,1,5,5,5-May,3.17472,2.79702,0.0951958,0.106337,0.115407,0.10464,27973.7,22110.7,29039.1,24205.8,32219.9,31642.7,40036.9,39485.2,2.14263,1.81702,0.057701,0,29.0354,999.9,58.2,33.7,30.3251,62.4972,39.0665,1,0.219393,0.728295,20.2604,5.22358,11.9081,4.96365,3.292,9999,9999,9999,999.9,1.87729,1.87557,1.87425,1.87348,1.875,1.86992,1.87409,1.87916,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,25.968,3.7859,17.52026492,0.024434451,-8.29E-06,1.04E-09,1.628525257,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.3,5.2,1.09619,2.44873,1.42578,2.28516,1.54785,2.30469,37.1702,15.6205,18,637.303,410.88,28.2375,30.1385,30.0007,29.8705,29.7888,21.9616,34.4145,37.5293,28.2363,429.652,19.8132,94.5902,100.465
10,1658761265,1142.1,20220725 10:01:05,10:01:05,none,Carlos,12,50,37.7,39.2,38.4,JO,30,LC-102 13-15E,13-15E,small,11,LCOR-081,1658761265,0.006896153,6.896152924,34.5105507,599.428,462.7917763,46.70908662,60.49963678,0.481617332,2.941411696,0.441709812,0.279378079,241.7485961,29.81936932,29.81936932,4.216445759,62.5799745,2.694651489,4.305932545,1.52179427,-304.1203439,57.98075819,4.383052983,-0.00793669,0,0,1,0,52679.52089,-,0,0,0,#DIV/0!,-1,RECT-349-20220725-10_00_58,10406.3,854.5519231,1308.83,0.347087152,0.5,1261.269901,34.5105507,218.8852887,0.028154601,-1,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.347087152,#DIV/0!,#DIV/0!,#DIV/0!,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1500.07,1261.269901,0.840807363,0.16115821,6,0.5,0: Broadleaf,2,1658761265,599.428,638.06,26.6985,19.9886,569.59,22.8959,600.191,100.829,0.0999469,30.185,30.0708,999.9,0,0,9985,0,1255.55,-39.5895,614.887,651.074,6.70989,638.06,19.9886,2.69199,2.01543,22.2363,17.5661,1500.07,0.972996,0.0270039,0,858.028,4.99931,20483.8,13259.8,38.5,40.125,38.75,39.875,40.125,1454.7,40.37,0,116.5,0,854.5519231,27.66707693,-382.3931672,20152.66154,15,1658761300,10:01:39,1658761300,1658760835,10,0.427,0.009,29.838,3.355,633,20,0.1,0.02,-39.2299125,-1.151701689,0.155708592,1,6.75579075,-0.494442889,0.055208,1,5,5,5-May,3.17457,2.79678,0.130154,0.141609,0.116156,0.105707,26886.7,21234.4,29033.5,24202.7,32187.3,31601.9,40028.9,39480.1,2.1415,1.81648,0.0711568,0,28.9118,999.9,57.2,33.9,30.1404,62.6772,39.8758,1,0.225785,1.1247,20.2574,5.22613,11.9081,4.9638,3.292,9999,9999,9999,999.9,1.87728,1.87553,1.87427,1.87348,1.875,1.86983,1.87408,1.87913,0,0,0,0,0,iiiiiiii,off,on,on,off,0,100,100,29.838,3.8026,17.46089098,0.024434451,-8.29E-06,1.04E-09,1.628525257,0.156463353,-0.004618393,8.44E-05,-13,1890,0,23,1.4,7.2,1.51489,2.4231,1.42578,2.28638,1.54785,2.41455,37.2659,15.603,18,637.308,411.107,28.2508,30.2149,30,29.9535,29.8676,30.3474,33.3868,33.3992,28.2243,638.504,20.0597,94.5715,100.452
